Título,Precio,URL,URL Imagen
"Brazalete Amazfit Gts 4 Mini Smartwatch 1.65, color rosa flamenco",428.900,https://www.mercadolibre.com.co/brazalete-amazfit-gts-4-mini-smartwatch-165-color-rosa-flamenco/p/MCO24293792#polycard_client=search-nordic&searchVariation=MCO24293792&position=18&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1291435203&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_697272-MLU73129700090_122023-V.webp
Redmi Watch 4 Silver Gray - Gris,336.287,https://www.mercadolibre.com.co/redmi-watch-4-silver-gray-gris/p/MCO30404493#polycard_client=search-nordic&searchVariation=MCO30404493&position=19&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2762218808&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_858361-MLU74246791167_012024-V.webp
" Xiaomi Series 8 Mi Band 8 display de 1.62"" con correa de silicona - color blanco
",192.900,https://www.mercadolibre.com.co/xiaomi-series-8-mi-band-8-display-de-162-con-correa-de-silicona-color-blanco/p/MCO26323797#polycard_client=search-nordic&searchVariation=MCO26323797&position=20&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2282265808&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_989472-MLU74229510122_022024-V.webp
Reloj Inteligente Smartwatch Serie 8 T900 Pro Max L Negro Color de la caja Blanco,66.444,https://www.mercadolibre.com.co/reloj-inteligente-smartwatch-serie-8-t900-pro-max-l-negro-color-de-la-caja-blanco/p/MCO21316864#polycard_client=search-nordic&searchVariation=MCO21316864&position=21&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1460163021&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_873532-MLA54949486711_042023-V.webp
"Samsung Galaxy Watch6 Classic (bluetooth, 47mm) Silver Color de la malla Plateado Color del bisel Plateado",1.899.900,https://www.mercadolibre.com.co/samsung-galaxy-watch6-classic-bluetooth-47mm-silver-color-de-la-malla-plateado-color-del-bisel-plateado/p/MCO26864463#polycard_client=search-nordic&searchVariation=MCO26864463&position=22&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2043341144&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_644800-MLU73110406726_122023-V.webp
Reloj Inteligente Series 8 Ultra Smart Watch T900 Deportivo ,41.500,https://www.mercadolibre.com.co/reloj-inteligente-series-8-ultra-smart-watch-t900-deportivo/p/MCO22387780#polycard_client=search-nordic&searchVariation=MCO22387780&position=23&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1457718077&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_769552-MLU77722880701_072024-V.webp
Apple Watch Series 9 GPS • Caja de aluminio color medianoche de 45 mm • Correa deportiva color medianoche - M/L,2.199.900,https://www.mercadolibre.com.co/apple-watch-series-9-gps-caja-de-aluminio-color-medianoche-de-45-mm-correa-deportiva-color-medianoche-ml/p/MCO27466519#polycard_client=search-nordic&searchVariation=MCO27466519&position=24&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2443009590&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_703105-MLU78579780600_082024-V.webp
Smartwatch Huawei Watch Fit 3 Negro,611.000,https://www.mercadolibre.com.co/smartwatch-huawei-watch-fit-3-negro/p/MCO35830790#polycard_client=search-nordic&searchVariation=MCO35830790&position=25&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1456949661&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_817232-MLA78793191101_082024-V.webp
Reloj Kalley K Watch 2 38 Mm Rosado,150.900,https://www.mercadolibre.com.co/reloj-kalley-k-watch-2-38-mm-rosado/p/MCO35976976#polycard_client=search-nordic&searchVariation=MCO35976976&position=26&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1416595011&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_734051-MLU75725855184_042024-V.webp
Smartwatch Xiaomi Redmi Watch 5 Lite Amoled 1.96' Light Gold,310.000,https://www.mercadolibre.com.co/smartwatch-xiaomi-redmi-watch-5-lite-amoled-196-light-gold/p/MCO42636856#polycard_client=search-nordic&searchVariation=MCO42636856&position=32&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1512764183&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_975449-MLA80561000856_112024-V.webp
Smartwatch Huawei Watch Gt 5 46mm Negro,1.499.900,https://www.mercadolibre.com.co/smartwatch-huawei-watch-gt-5-46mm-negro/p/MCO39368863#polycard_client=search-nordic&searchVariation=MCO39368863&position=34&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1443178583&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_729575-MLA79747464369_102024-V.webp
Smartwatch Huawei Watch Fit 3 Blanco,999.900,https://www.mercadolibre.com.co/smartwatch-huawei-watch-fit-3-blanco/p/MCO36624948#polycard_client=search-nordic&searchVariation=MCO36624948&position=36&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1452274615&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_855430-MLU77111249771_062024-V.webp
Samsung Galaxy Watch Fe Black Caja Negro Malla Negro Bisel Negro Diseño de la malla Mesh,799.900,https://www.mercadolibre.com.co/samsung-galaxy-watch-fe-black-caja-negro-malla-negro-bisel-negro-diseno-de-la-malla-mesh/p/MCO37361771#polycard_client=search-nordic&searchVariation=MCO37361771&position=38&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1460633979&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_933492-MLU76748314167_052024-V.webp
Reloj Kalley K-swr3 35 Mm Rosado|blanco,215.900,https://www.mercadolibre.com.co/reloj-kalley-k-swr3-35-mm-rosadoblanco/p/MCO36936289#polycard_client=search-nordic&searchVariation=MCO36936289&position=40&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2611531804&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_980797-MLU77298275798_072024-V.webp
"Smartwatch  Amazfit Amoled GTS 4 Mini display de 1.65"" con correa de silicona - color mint blue
",428.900,https://www.mercadolibre.com.co/smartwatch-amazfit-amoled-gts-4-mini-display-de-165-con-correa-de-silicona-color-mint-blue/p/MCO19810452#polycard_client=search-nordic&searchVariation=MCO19810452&position=42&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1721161318&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_966282-MLU72847823701_112023-V.webp
"Samsung Galaxy Watch4 Classic (Bluetooth) 1.4"" caja 46mm de  acero inoxidable  black, malla  black de  fluoroelastómero y bisel  black de  acero inoxidable SM-R890",728.874,https://www.mercadolibre.com.co/samsung-galaxy-watch4-classic-bluetooth-14-caja-46mm-de-acero-inoxidable-black-malla-black-de-fluoroelastomero-y-bisel-black-de-acero-inoxidable-sm-r890/p/MCO18362376#polycard_client=search-nordic&searchVariation=MCO18362376&position=45&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2757047288&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_818061-MLU72642579305_112023-V.webp
"Xiaomi Smart Band 8, Smartband Pulsera Inteligente Bt, Gold Color del bisel Dorado Diseño de la malla Mesh",134.900,https://www.mercadolibre.com.co/xiaomi-smart-band-8-smartband-pulsera-inteligente-bt-gold-color-del-bisel-dorado-diseno-de-la-malla-mesh/p/MCO27305679#polycard_client=search-nordic&searchVariation=MCO27305679&position=47&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1514198479&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_949703-MLU77291102692_072024-V.webp
Reloj Inteligente Xiaomi Watch S3 Color Negro,549.900,https://www.mercadolibre.com.co/reloj-inteligente-xiaomi-watch-s3-color-negro/p/MCO33581231#polycard_client=search-nordic&searchVariation=MCO33581231&position=48&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2711215668&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_620871-MLU74571344603_022024-V.webp
Smart Watch Reloj Inteligente 8 Ultra Para Android iPhone Color De La Caja Negro Color De La Correa Negro,41.998,https://www.mercadolibre.com.co/smart-watch-reloj-inteligente-8-ultra-para-android-iphone-color-de-la-caja-negro-color-de-la-correa-negro/p/MCO32375284#polycard_client=search-nordic&searchVariation=MCO32375284&position=49&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1515893867&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_789504-MLU74432321037_022024-V.webp
Reloj Kalley K-swn3 35 Mm Negro|gris,218.900,https://www.mercadolibre.com.co/reloj-kalley-k-swn3-35-mm-negrogris/p/MCO34061645#polycard_client=search-nordic&searchVariation=MCO34061645&position=50&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1395948363&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_783150-MLU74591094958_022024-V.webp
Samsung Galaxy Watch7 44mm Green Caja Verde Bisel Verde,1.399.901,https://www.mercadolibre.com.co/samsung-galaxy-watch7-44mm-green-caja-verde-bisel-verde/p/MCO38058538#polycard_client=search-nordic&searchVariation=MCO38058538&position=51&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1466016713&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_641290-MLU77545745529_072024-V.webp
" Huawei Band 7 display de 1.47"" con correa de silicona color graphite black y caja color dark gray
",219.000,https://www.mercadolibre.com.co/huawei-band-7-display-de-147-con-correa-de-silicona-color-graphite-black-y-caja-color-dark-gray/p/MCO19561733#polycard_client=search-nordic&searchVariation=MCO19561733&position=27&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1083855831&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_713040-MLU75683648576_042024-V.webp
Galaxy Watch6 40mm Bt Samsung Color De La Caja Gold,957.608,https://www.mercadolibre.com.co/galaxy-watch6-40mm-bt-samsung-color-de-la-caja-gold/p/MCO26002450#polycard_client=search-nordic&searchVariation=MCO26002450&position=28&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1457484137&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_882078-MLA80407836396_112024-V.webp
Reloj Inteligente Smartwatch Serie 8 Ultra T800 49mm Color de la caja Blanco Color de la malla naranja Color del bisel Gris Diseño de la malla Deportiva,32.900,https://www.mercadolibre.com.co/reloj-inteligente-smartwatch-serie-8-ultra-t800-49mm-color-de-la-caja-blanco-color-de-la-malla-naranja-color-del-bisel-gris-diseno-de-la-malla-deportiva/p/MCO23021438#polycard_client=search-nordic&searchVariation=MCO23021438&position=29&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2622364130&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_796158-MLU77112337915_062024-V.webp
Smartwatch Huawei Watch Fit 3 Verde,999.900,https://www.mercadolibre.com.co/smartwatch-huawei-watch-fit-3-verde/p/MCO35830773#polycard_client=search-nordic&searchVariation=MCO35830773&position=30&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2451252686&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_709984-MLU76912044894_062024-V.webp
Reloj Xiaomi Watch 2 Caja Negro Bisel Negro,987.977,https://www.mercadolibre.com.co/reloj-xiaomi-watch-2-caja-negro-bisel-negro/p/MCO34231364#polycard_client=search-nordic&searchVariation=MCO34231364&position=31&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2272775884&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_743963-MLU74852969432_032024-V.webp
"Reloj inteligente Samsung Galaxy Watch7 44 mm funda plateada para Galaxy Ai, pulsera plateada, diseño de pulsera con bisel plateado",1.399.900,https://www.mercadolibre.com.co/reloj-inteligente-samsung-galaxy-watch7-44-mm-funda-plateada-para-galaxy-ai-pulsera-plateada-diseno-de-pulsera-con-bisel-plateado/p/MCO37897250#polycard_client=search-nordic&searchVariation=MCO37897250&position=33&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2760370418&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_779318-MLU78030202693_072024-V.webp
Smartwatch Huawei Watch Fit 3 Gris,999.900,https://www.mercadolibre.com.co/smartwatch-huawei-watch-fit-3-gris/p/MCO35830779#polycard_client=search-nordic&searchVariation=MCO35830779&position=35&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2641750572&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_622568-MLA76714199501_052024-V.webp
Reloj inteligente para correr con monitor cardíaco súper práctico,24.900,https://www.mercadolibre.com.co/reloj-inteligente-para-correr-con-monitor-cardiaco-super-practico/p/MCO23309396#polycard_client=search-nordic&searchVariation=MCO23309396&position=37&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1391193127&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_711597-MLU77409893428_072024-V.webp
"Reloj de pulsera inteligente Smartwatches, Lemfo K56 Pro, color de la carcasa: negro, color de la correa: negro, color del bisel: negro",149.723,https://www.mercadolibre.com.co/reloj-de-pulsera-inteligente-smartwatches-lemfo-k56-pro-color-de-la-carcasa-negro-color-de-la-correa-negro-color-del-bisel-negro/p/MCO21464590#polycard_client=search-nordic&searchVariation=MCO21464590&position=39&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1389655251&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_717634-MLB53232645819_012023-V.webp
Reloj Inteligente Hombre Y Mujer Para Samsung Galaxy Watch6 Color De La Correa Acero Negro,443.677,https://www.mercadolibre.com.co/reloj-inteligente-hombre-y-mujer-para-samsung-galaxy-watch6-color-de-la-correa-acero-negro/p/MCO28367719#polycard_client=search-nordic&searchVariation=MCO28367719&position=41&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1434532835&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_811591-MLA79377377342_092024-V.webp
Amazfit Gts 4 Mini Azul Color De La Caja Plateado Color Del Bisel Negro,499.900,https://www.mercadolibre.com.co/amazfit-gts-4-mini-azul-color-de-la-caja-plateado-color-del-bisel-negro/p/MCO26112047#polycard_client=search-nordic&searchVariation=MCO26112047&position=43&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1426068011&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_965062-MLU71132388975_082023-V.webp
Smart Watch + Audifonos Inalambricos I20 Ultra Max Suit Gris Color de la caja Plateado,108.555,https://www.mercadolibre.com.co/smart-watch-audifonos-inalambricos-i20-ultra-max-suit-gris-color-de-la-caja-plateado/p/MCO28553296#polycard_client=search-nordic&searchVariation=MCO28553296&position=44&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO2351274494&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_918025-MLU73159726153_112023-V.webp
Reloj Inteligente Amazfit Gtr 3 Smartwatch 1.39´´ Gps Color de la caja Thunder black Color de la malla Thunder black,490.900,https://www.mercadolibre.com.co/reloj-inteligente-amazfit-gtr-3-smartwatch-139-gps-color-de-la-caja-thunder-black-color-de-la-malla-thunder-black/p/MCO19460306#polycard_client=search-nordic&searchVariation=MCO19460306&position=46&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1466888509&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_785408-MLU75051211556_032024-V.webp
Pulsera Inteligente Xiaomi Mi Band 9 Version Global,223.400,https://articulo.mercadolibre.com.co/MCO-2627388000-pulsera-inteligente-xiaomi-mi-band-9-version-global-_JM?searchVariation=181460030708#polycard_client=search-nordic&searchVariation=181460030708&position=52&search_layout=stack&type=item&tracking_id=201cef38-927b-4d47-b818-96c4a90774db,https://http2.mlstatic.com/D_Q_NP_2X_939809-MCO78396461108_082024-V.webp
Smartwatch Reloj Inteligente Zl02 Rosa P/ios Android Mujer,88.000,https://www.mercadolibre.com.co/smartwatch-reloj-inteligente-zl02-rosa-pios-android-mujer/p/MCO24735857#polycard_client=search-nordic&searchVariation=MCO24735857&position=3&search_layout=stack&type=product&tracking_id=201cef38-927b-4d47-b818-96c4a90774db&wid=MCO1341701869&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_919046-MLU70650519939_072023-V.webp
